movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
The Invasion,2007,PG-13,"['Sci-Fi', ' Thriller']",99,5.9,45,79523,59.0
Land of the Dead,2005,R,"['Horror', ' Sci-Fi', ' Thriller']",93,6.2,71,97441,62.0
The Andromeda Strain,1971,G,"['Mystery', ' Sci-Fi', ' Thriller']",131,7.2,60,37899,72.0
Nekrotronic,2018,R,"['Action', ' Comedy', ' Horror']",99,5.6,25,3186,56.0
Sputnik,2020,Not Rated,"['Drama', ' Horror', ' Mystery']",113,6.4,61,24578,64.0
Encounter,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",108,5.9,57,9949,59.0
The Hidden,1987,R,"['Horror', ' Sci-Fi', ' Thriller']",97,7.0,69,20321,70.0
Demonic,2021,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.3,36,5043,43.0
Runaway,1984,PG-13,"['Action', ' Crime', ' Sci-Fi']",99,5.8,50,13578,58.0
The Zero Theorem,2013,R,"['Comedy', ' Drama', ' Fantasy']",107,6.0,50,47947,60.0
Resident Evil: Afterlife,2010,R,"['Action', ' Horror', ' Sci-Fi']",96,5.8,37,172790,58.0
The Last Days of American Crime,2020,TV-MA,"['Action', ' Crime', ' Drama']",148,3.7,15,11697,37.0
Prospect,2018,R,"['Adventure', ' Drama', ' Sci-Fi']",100,6.3,68,28390,63.0
The One I Love,2014,R,"['Comedy', ' Drama', ' Fantasy']",91,7.0,66,40444,70.0
Bill & Ted's Bogus Journey,1991,PG,"['Adventure', ' Comedy', ' Fantasy']",93,6.3,60,76847,63.0
Multiplicity,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117,6.1,53,33404,61.0
Cooties,2014,R,"['Action', ' Comedy', ' Horror']",88,5.7,49,26456,57.0
Amazon Women on the Moon,1987,R,"['Comedy', ' Sci-Fi']",85,6.2,42,12057,62.0
The Darkest Hour,2011,PG-13,"['Action', ' Adventure', ' Horror']",89,4.9,18,61677,49.0
Aliens in the Attic,2009,PG,"['Adventure', ' Comedy', ' Family']",86,5.4,42,22670,54.0
Shivers,1975,R,"['Horror', ' Sci-Fi']",87,6.4,58,21606,64.0
24 Hours to Live,2017,R,"['Action', ' Sci-Fi', ' Thriller']",93,5.8,37,14819,58.0
I Think We're Alone Now,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",99,5.7,51,10884,57.0
Space Sweepers,2021,TV-MA,"['Action', ' Adventure', ' Drama']",136,6.5,64,25996,65.0
What Lies Below,2020,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",87,4.4,35,8442,44.0
Plan 9 from Outer Space,1957,Not Rated,"['Horror', ' Sci-Fi']",79,3.9,56,38909,39.0
Paycheck,2003,PG-13,"['Action', ' Mystery', ' Sci-Fi']",119,6.3,43,109466,63.0
Zombie Strippers!,2008,R,"['Comedy', ' Horror', ' Sci-Fi']",94,4.1,45,18519,41.0
Europa Report,2013,PG-13,"['Adventure', ' Drama', ' Mystery']",90,6.4,68,71961,64.0
Outland,1981,R,"['Action', ' Crime', ' Sci-Fi']",109,6.6,48,30412,66.0
The Arrival,1996,PG-13,"['Mystery', ' Sci-Fi', ' Thriller']",115,6.2,56,35840,62.0
Seconds,1966,R,"['Sci-Fi', ' Thriller']",106,7.6,71,20331,76.0
Time Trap,2017,Not Rated,"['Action', ' Adventure', ' Mystery']",87,6.2,46,37385,62.0
The Blob,1958,Approved,"['Horror', ' Sci-Fi']",86,6.3,58,27112,63.0
Galaxy of Terror,1981,R,"['Action', ' Adventure', ' Horror']",81,5.0,38,8022,50.0
Bad Taste,1987,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",91,6.5,52,47422,65.0
The Final Cut,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,6.1,43,33307,61.0
Humanoids from the Deep,1980,R,"['Horror', ' Sci-Fi']",80,5.7,49,9495,57.0
Clockstoppers,2002,PG,"['Action', ' Adventure', ' Comedy']",94,5.2,40,14513,52.0
Battle Beyond the Stars,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",104,5.5,59,9346,55.0
Project X,1987,PG,"['Comedy', ' Drama', ' Sci-Fi']",108,6.1,61,12278,61.0
Paradise Hills,2019,TV-14,"['Fantasy', ' Mystery', ' Sci-Fi']",95,5.3,49,18668,53.0
Stay Alive,2006,PG-13,"['Fantasy', ' Horror', ' Mystery']",85,5.0,24,32763,50.0
Over the Moon,2020,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,60,22715,63.0
Star Wars: The Clone Wars,2008,PG,"['Animation', ' Action', ' Adventure']",98,5.9,35,66948,59.0
Fullmetal Alchemist,2017,TV-14,"['Action', ' Adventure', ' Fantasy']",135,5.3,48,20513,53.0
Little Monsters,2019,R,"['Comedy', ' Horror', ' Sci-Fi']",93,6.3,59,17748,63.0
The Survivalist,2015,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",104,6.4,80,17482,64.0
Ultraviolet,2006,PG-13,"['Action', ' Sci-Fi']",88,4.3,18,82412,43.0
Honeymoon,2014,R,"['Drama', ' Fantasy', ' Horror']",87,5.7,65,26223,57.0
Victor Frankenstein,2015,PG-13,"['Drama', ' Horror', ' Sci-Fi']",110,5.9,36,57425,59.0
Skylines,2020,R,"['Action', ' Adventure', ' Sci-Fi']",113,4.7,46,8374,47.0
Phenomenon,1996,PG,"['Drama', ' Fantasy', ' Romance']",123,6.4,41,80426,64.0
Conquest of the Planet of the Apes,1972,PG,"['Action', ' Sci-Fi']",88,6.1,49,33299,61.0
My Super Ex-Girlfriend,2006,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",96,5.2,50,64945,52.0
The Animal,2001,PG-13,"['Comedy', ' Sci-Fi']",84,4.8,43,60827,48.0
Escape to Witch Mountain,1975,G,"['Adventure', ' Family', ' Fantasy']",97,6.3,60,10592,63.0
Max Steel,2016,PG-13,"['Action', ' Adventure', ' Fantasy']",92,4.6,22,19695,46.0
Babylon A.D.,2008,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,5.5,26,96316,55.0
Backtrace,2018,R,"['Action', ' Crime', ' Drama']",92,3.8,34,4720,38.0
Nowhere,1997,R,"['Comedy', ' Drama', ' Sci-Fi']",82,6.4,44,9344,64.0
Warning,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",86,4.7,53,5382,47.0
These Final Hours,2013,R,"['Drama', ' Sci-Fi', ' Thriller']",87,6.6,61,17870,66.0
The Transformers: The Movie,1986,PG,"['Animation', ' Action', ' Adventure']",84,7.2,43,40104,72.0
Underdog,2007,PG,"['Action', ' Adventure', ' Comedy']",84,4.7,37,21865,47.0
Skyline,2010,PG-13,"['Action', ' Sci-Fi', ' Thriller']",92,4.5,26,90247,45.0
Rabid,2019,Not Rated,"['Horror', ' Sci-Fi']",107,5.2,43,5489,52.0
Pokémon: The First Movie - Mewtwo Strikes Back,1998,G,"['Animation', ' Action', ' Adventure']",96,6.2,35,43547,62.0
My Hero Academia: World Heroes' Mission,2021,PG-13,"['Animation', ' Action', ' Adventure']",101,7.1,51,4180,71.0
Planet 51,2009,PG,"['Animation', ' Adventure', ' Comedy']",91,6.0,39,55819,60.0
Pulse,2006,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.7,27,29664,47.0
Time Lapse,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",104,6.5,50,46257,65.0
Monster Trucks,2016,PG,"['Action', ' Adventure', ' Comedy']",104,5.6,41,17504,56.0
Attack of the Killer Tomatoes!,1978,PG,"['Adventure', ' Comedy', ' Horror']",83,4.6,9,13988,46.0
Superintelligence,2020,PG,"['Action', ' Comedy', ' Romance']",106,5.4,41,10853,54.0
The Philadelphia Experiment,1984,PG,"['Adventure', ' Drama', ' Romance']",102,6.1,44,15762,61.0
Project Almanac,2015,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,6.3,47,80872,63.0
Sweetheart,2019,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",82,5.8,71,8752,58.0
Apollo 18,2011,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86,5.2,24,56049,52.0
The Fly,1958,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",94,7.1,62,23817,71.0
Dreamscape,1984,PG-13,"['Action', ' Adventure', ' Horror']",99,6.3,63,16998,63.0
Settlers,2021,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",103,4.7,56,5209,47.0
Quarantine,2008,R,"['Horror', ' Sci-Fi', ' Thriller']",89,5.9,53,74253,59.0
Cabin Fever,2016,R,"['Horror', ' Sci-Fi', ' Thriller']",99,3.7,14,10329,37.0
Lucy in the Sky,2019,R,"['Drama', ' Romance', ' Sci-Fi']",124,4.9,36,8067,49.0
Split Second,1992,R,"['Action', ' Crime', ' Horror']",90,6.0,26,15296,60.0
Time After Time,1979,PG,"['Adventure', ' Drama', ' Sci-Fi']",112,7.1,69,18995,71.0
The Fury,1978,R,"['Horror', ' Sci-Fi', ' Thriller']",118,6.3,64,15805,63.0
The Fly II,1989,R,"['Drama', ' Horror', ' Sci-Fi']",105,5.1,36,23348,51.0
Cowboy Bebop: The Movie,2001,TV-14,"['Animation', ' Action', ' Crime']",115,7.8,61,49376,78.0
Needle in a Timestack,2021,R,"['Drama', ' Fantasy', ' Romance']",111,5.2,42,1794,52.0
Monkey Shines,1988,R,"['Drama', ' Horror', ' Sci-Fi']",113,6.2,71,12148,62.0
Night of the Creeps,1986,R,"['Comedy', ' Horror', ' Sci-Fi']",88,6.7,62,24279,67.0
Red Planet,2000,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,5.7,34,58270,57.0
Strange Brew,1983,PG,"['Comedy', ' Crime', ' Sci-Fi']",90,6.6,50,17692,66.0
The Forgotten,2004,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,5.8,43,66561,58.0
The Wave,2019,R,"['Sci-Fi', ' Thriller']",87,6.1,51,5823,61.0
The Return of Swamp Thing,1989,PG-13,"['Action', ' Adventure', ' Comedy']",88,4.6,39,5743,46.0
Silent Rage,1982,R,"['Action', ' Crime', ' Horror']",103,5.4,31,5970,54.0
Cherry 2000,1987,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,59,9967,55.0
My Stepmother Is an Alien,1988,PG-13,"['Comedy', ' Sci-Fi']",105,5.4,47,26730,54.0
Psycho Goreman,2020,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",95,6.2,67,13169,62.0
On the Beach,1959,Approved,"['Drama', ' Romance', ' Sci-Fi']",134,7.1,55,13249,71.0
Left Behind: The Movie,2000,PG-13,"['Action', ' Drama', ' Fantasy']",96,4.3,22,9891,43.0
Area 51,2015,R,"['Horror', ' Mystery', ' Sci-Fi']",91,4.2,30,14515,42.0
Brainstorm,1983,PG,"['Sci-Fi', ' Thriller']",106,6.4,57,12170,64.0
The Tuxedo,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",98,5.4,30,84839,54.0
Horror Express,1972,R,"['Adventure', ' Horror', ' Sci-Fi']",88,6.5,68,11344,65.0
The Divide,2011,R,"['Drama', ' Horror', ' Sci-Fi']",112,5.8,28,37231,58.0
Comet,2014,R,"['Comedy', ' Drama', ' Romance']",91,6.7,52,18875,67.0
District B13,2004,R,"['Action', ' Crime', ' Sci-Fi']",84,7.1,70,70930,71.0
Highlander II: The Quickening,1991,R,"['Action', ' Adventure', ' Fantasy']",91,4.2,31,46350,42.0
Class of 1999,1990,R,"['Action', ' Horror', ' Sci-Fi']",99,5.9,33,7847,59.0
Phantoms,1998,R,"['Horror', ' Sci-Fi', ' Thriller']",96,5.4,26,21266,54.0
Species II,1998,R,"['Action', ' Horror', ' Sci-Fi']",93,4.4,19,29755,44.0
Lockout,2012,PG-13,"['Action', ' Sci-Fi', ' Thriller']",95,6.0,48,99077,60.0
Testament,1983,PG,"['Drama', ' Sci-Fi']",90,7.0,71,6415,70.0
Save Yourselves!,2020,R,"['Adventure', ' Comedy', ' Sci-Fi']",93,5.8,67,7399,58.0
How I Live Now,2013,R,"['Action', ' Adventure', ' Drama']",101,6.4,57,30774,64.0
Z for Zachariah,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",98,6.0,68,31305,60.0
Teen Titans GO! To the Movies,2018,PG,"['Animation', ' Action', ' Adventure']",84,6.7,69,19841,67.0
Jem and the Holograms,2015,PG,"['Adventure', ' Drama', ' Family']",118,4.1,42,7982,41.0
Poison,1991,R,"['Drama', ' Horror', ' Romance']",85,6.4,67,4625,64.0
The Rage: Carrie 2,1999,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.7,42,16848,47.0
DeepStar Six,1989,R,"['Action', ' Horror', ' Sci-Fi']",99,5.3,34,12222,53.0
C.H.U.D.,1984,R,"['Horror', ' Sci-Fi']",88,5.6,57,12935,56.0
S1m0ne,2002,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,6.1,49,60988,61.0
Richard III,1995,R,"['Drama', ' Sci-Fi', ' War']",110,7.3,86,14892,73.0
Stealth,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,5.0,35,54539,50.0
Upside Down,2012,PG-13,"['Drama', ' Fantasy', ' Romance']",109,6.3,45,72257,63.0
Chariot,2022,R,['Sci-Fi'],94,3.5,43,464,35.0
Aniara,2018,R,"['Drama', ' Sci-Fi']",106,6.2,61,9642,62.0
Damnation Alley,1977,PG,['Sci-Fi'],91,5.2,30,5469,52.0
Neptune Frost,2021,,"['Musical', ' Sci-Fi']",105,6.7,83,576,67.0
New Rose Hotel,1998,R,"['Drama', ' Mystery', ' Sci-Fi']",93,5.1,31,5559,51.0
Come True,2020,Unrated,"['Horror', ' Sci-Fi']",105,6.0,68,9327,60.0
Pontypool,2008,Not Rated,"['Horror', ' Sci-Fi']",93,6.5,54,32914,65.0
Black Sheep,2006,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",87,5.8,62,41003,58.0
Rollerball,2002,PG-13,"['Action', ' Sci-Fi', ' Sport']",98,3.1,14,28504,31.0
Alien Nation,1988,R,"['Action', ' Sci-Fi']",91,6.3,45,15886,63.0
The Seed,2021,,"['Comedy', ' Horror', ' Sci-Fi']",91,4.8,52,1433,48.0
After the Dark,2013,R,"['Drama', ' Fantasy', ' Sci-Fi']",107,5.6,37,22639,56.0
"Tomorrow, When the War Began",2010,R,"['Action', ' Adventure', ' Drama']",104,6.1,54,31356,61.0
How to Talk to Girls at Parties,2017,R,"['Comedy', ' Music', ' Romance']",102,5.7,50,11429,57.0
Beyond Skyline,2017,R,"['Action', ' Adventure', ' Sci-Fi']",106,5.3,46,22226,53.0
Vice,2015,R,"['Action', ' Sci-Fi', ' Thriller']",96,4.2,17,16585,42.0
Fortress,1992,R,"['Action', ' Crime', ' Sci-Fi']",95,5.9,48,29177,59.0
Electric Dreams,1984,PG,"['Comedy', ' Drama', ' Music']",95,6.4,52,9139,64.0
Atlas Shrugged: Part I,2011,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,5.6,28,13881,56.0
The Last Days on Mars,2013,R,"['Adventure', ' Horror', ' Sci-Fi']",98,5.5,46,37466,55.0
My Favorite Martian,1999,PG,"['Comedy', ' Family', ' Sci-Fi']",94,5.1,33,13776,51.0
Diary of the Dead,2007,R,"['Fantasy', ' Horror', ' Sci-Fi']",95,5.5,66,47934,55.0
Muppets from Space,1999,G,"['Adventure', ' Comedy', ' Family']",87,6.2,53,19772,62.0
Prophecy,1979,PG,"['Horror', ' Sci-Fi', ' Thriller']",102,5.5,41,5511,55.0
xXx: State of the Union,2005,PG-13,"['Action', ' Adventure', ' Crime']",101,4.4,37,71178,44.0
Zoe,2018,R,"['Romance', ' Sci-Fi']",104,6.1,39,9389,61.0
The Astronaut's Wife,1999,R,"['Drama', ' Sci-Fi', ' Thriller']",109,5.4,37,55906,54.0
Virus,1999,R,"['Action', ' Horror', ' Sci-Fi']",99,5.0,19,28511,50.0
Rubikon,2022,Not Rated,"['Drama', ' Sci-Fi']",110,4.9,49,2782,49.0
Freaked,1993,PG-13,"['Comedy', ' Sci-Fi']",80,6.3,58,7450,63.0
Demon Seed,1977,Approved,"['Horror', ' Sci-Fi']",94,6.3,55,9248,63.0
Until the End of the World,1991,R,"['Action', ' Drama', ' Sci-Fi']",158,6.8,63,10496,68.0
The Spine of Night,2021,Not Rated,"['Animation', ' Action', ' Adventure']",93,6.4,58,2200,64.0
Nutty Professor II: The Klumps,2000,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",106,4.4,38,51370,44.0
Sea Fever,2019,,"['Drama', ' Horror', ' Mystery']",95,5.7,60,11874,57.0
Final Fantasy: The Spirits Within,2001,PG-13,"['Animation', ' Action', ' Adventure']",106,6.4,49,82478,64.0
Proxima,2019,,"['Action', ' Adventure', ' Drama']",107,6.3,71,7699,63.0
Double Team,1997,R,"['Action', ' Comedy', ' Sci-Fi']",93,4.8,44,34880,48.0
Trancers,1984,PG-13,"['Action', ' Sci-Fi']",76,6.0,64,6776,60.0
Slaughterhouse-Five,1972,R,"['Comedy', ' Drama', ' Sci-Fi']",104,6.8,66,13254,68.0
Citizen Toxie: The Toxic Avenger IV,2000,R,"['Action', ' Comedy', ' Fantasy']",109,6.0,41,5803,60.0
Mars Needs Moms,2011,PG,"['Animation', ' Action', ' Adventure']",88,5.4,49,22776,54.0
Meander,2020,,"['Drama', ' Horror', ' Mystery']",90,5.5,63,9805,55.0
Thunderbirds,2004,PG,"['Action', ' Adventure', ' Comedy']",95,4.3,36,13998,43.0
Return of the Living Dead II,1988,R,"['Comedy', ' Horror', ' Sci-Fi']",89,5.7,45,20143,57.0
Megaforce,1982,PG,"['Action', ' Sci-Fi']",99,3.6,18,3931,36.0
Deadly Friend,1986,R,"['Drama', ' Horror', ' Sci-Fi']",91,5.5,44,8076,55.0
Upstream Color,2013,Not Rated,"['Drama', ' Sci-Fi']",96,6.5,81,33791,65.0
The Colony,2013,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",95,5.3,28,45707,53.0
Rupture,2016,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",102,4.8,35,7300,48.0
Escape from Planet Earth,2012,PG,"['Animation', ' Adventure', ' Comedy']",89,5.8,35,25964,58.0
Vampire Hunter D: Bloodlust,2000,R,"['Animation', ' Action', ' Drama']",103,7.6,62,32553,76.0
Turbo Kid,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",93,6.7,60,28426,67.0
Highlander: Endgame,2000,R,"['Action', ' Adventure', ' Fantasy']",87,4.6,21,20548,46.0
Evangelion: 1.0 You Are (Not) Alone,2007,PG-13,"['Animation', ' Action', ' Drama']",98,7.6,66,24601,76.0
Solarbabies,1986,PG-13,"['Action', ' Adventure', ' Drama']",94,4.7,24,4651,47.0
Superbabies: Baby Geniuses 2,2004,PG,"['Comedy', ' Family', ' Sci-Fi']",88,1.5,9,31145,15.0
Crimes of the Future,1970,Not Rated,"['Comedy', ' Sci-Fi']",63,4.8,58,2419,48.0
Elizabeth Harvest,2018,R,"['Horror', ' Sci-Fi', ' Thriller']",108,5.8,54,8740,58.0
Sleeper,1973,PG,"['Comedy', ' Sci-Fi']",89,7.1,77,43328,71.0
It's Such a Beautiful Day,2012,Not Rated,"['Animation', ' Comedy', ' Drama']",62,8.2,90,14044,82.0
New Order,2020,R,"['Crime', ' Drama', ' Sci-Fi']",86,6.5,62,8055,65.0
Bleeding Steel,2017,R,"['Action', ' Sci-Fi', ' Thriller']",109,5.1,43,10299,51.0
The Osiris Child,2016,Not Rated,"['Action', ' Adventure', ' Drama']",95,5.5,55,8671,55.0
Universal Soldier: Day of Reckoning,2012,R,"['Action', ' Horror', ' Mystery']",114,5.0,58,20596,50.0
Antiviral,2012,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",108,5.7,55,13893,57.0
Ultrasound,2021,,"['Drama', ' Mystery', ' Sci-Fi']",103,5.8,55,1146,58.0
Extraterrestrial,2014,Not Rated,"['Action', ' Horror', ' Mystery']",101,5.0,38,15957,50.0
Ra.One,2011,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",156,4.7,60,43249,47.0
Frogs,1972,PG,"['Horror', ' Mystery', ' Sci-Fi']",91,4.4,51,6961,44.0
Alone in the Dark,2005,R,"['Action', ' Horror', ' Sci-Fi']",96,2.4,9,45813,24.0
Our House,2018,PG-13,"['Drama', ' Horror', ' Mystery']",90,5.3,45,8675,53.0
Looker,1981,PG,"['Drama', ' Sci-Fi', ' Thriller']",93,6.1,20,5545,61.0
Igor,2008,PG,"['Animation', ' Comedy', ' Family']",87,5.9,40,23631,59.0
Kaboom,2010,Not Rated,"['Comedy', ' Mystery', ' Romance']",86,5.7,64,13252,57.0
Village of the Damned,1960,Not Rated,"['Horror', ' Sci-Fi']",77,7.3,77,17746,73.0
Gentlemen Broncos,2009,PG-13,"['Adventure', ' Comedy', ' Sci-Fi']",90,6.1,28,11807,61.0
Évolution,2015,Not Rated,"['Drama', ' Horror', ' Mystery']",81,5.9,77,7179,59.0
Meet Dave,2008,PG,"['Adventure', ' Comedy', ' Family']",90,5.1,43,41572,51.0
Men & Chicken,2015,Not Rated,"['Comedy', ' Drama', ' Mystery']",104,6.7,64,13301,67.0
Charly,1968,M,"['Drama', ' Romance', ' Sci-Fi']",103,7.0,50,6886,70.0
The Bay,2012,R,"['Horror', ' Sci-Fi', ' Thriller']",84,5.7,65,27959,57.0
Saturn 3,1980,R,"['Adventure', ' Horror', ' Sci-Fi']",88,5.1,9,9679,51.0
The Machine,2013,R,"['Action', ' Drama', ' Sci-Fi']",91,6.0,52,31395,60.0
Invaders from Mars,1986,PG,"['Horror', ' Sci-Fi']",100,5.5,56,9485,55.0
Ticks,1993,R,"['Horror', ' Sci-Fi']",85,5.5,43,5182,55.0
Anna,2013,R,"['Drama', ' Mystery', ' Sci-Fi']",99,6.4,42,23990,64.0
A-X-L,2018,PG,"['Action', ' Adventure', ' Drama']",98,5.3,29,12187,53.0
The Curse of Frankenstein,1957,Approved,"['Horror', ' Sci-Fi', ' Thriller']",82,7.0,59,11580,70.0
Memoirs of an Invisible Man,1992,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",99,6.0,48,25430,60.0
Sleight,2016,R,"['Crime', ' Drama', ' Sci-Fi']",89,5.9,62,8883,59.0
After Midnight,2019,TV-MA,"['Drama', ' Horror', ' Romance']",83,5.3,55,4120,53.0
Highlander: The Final Dimension,1994,PG-13,"['Action', ' Fantasy', ' Romance']",99,4.4,28,21256,44.0
The Crazies,1973,R,"['Action', ' Horror', ' Sci-Fi']",103,6.1,63,13618,61.0
The Congress,2013,Not Rated,"['Animation', ' Drama', ' Sci-Fi']",122,6.4,63,18936,64.0
What Planet Are You From?,2000,R,"['Comedy', ' Sci-Fi']",105,5.6,41,9582,56.0
Summer Wars,2009,PG,"['Animation', ' Action', ' Adventure']",114,7.4,63,29963,74.0
The Visitor,1979,R,"['Horror', ' Sci-Fi']",108,5.1,65,3950,51.0
See You Yesterday,2019,TV-MA,"['Action', ' Adventure', ' Crime']",84,5.2,74,10985,52.0
The Computer Wore Tennis Shoes,1969,G,"['Comedy', ' Family', ' Sci-Fi']",91,6.0,54,5442,60.0
Future World,2018,R,"['Action', ' Adventure', ' Sci-Fi']",88,3.2,10,6417,32.0
Stake Land,2010,R,"['Drama', ' Horror', ' Sci-Fi']",98,6.4,66,42927,64.0
Offseason,2021,,"['Drama', ' Fantasy', ' Horror']",83,4.9,55,1801,49.0
Happily,2021,R,"['Comedy', ' Crime', ' Romance']",96,5.3,58,3953,53.0
Cheech and Chong's Next Movie,1980,R,"['Comedy', ' Crime', ' Sci-Fi']",99,6.0,66,14301,60.0
Don't Let Go,2019,R,"['Drama', ' Horror', ' Mystery']",103,6.3,49,11257,63.0
A Shaun the Sheep Movie: Farmageddon,2019,G,"['Animation', ' Adventure', ' Comedy']",86,6.8,79,13976,68.0
The Cleanse,2016,R,"['Comedy', ' Drama', ' Fantasy']",81,5.1,58,3929,51.0
The People That Time Forgot,1977,PG,"['Adventure', ' Sci-Fi']",91,5.4,34,3142,54.0
Steel,1997,PG-13,"['Action', ' Adventure', ' Crime']",97,2.9,28,14195,29.0
Space Chimps,2008,G,"['Animation', ' Adventure', ' Comedy']",81,4.5,36,11904,45.0
The Incredible Shrinking Man,1957,Not Rated,"['Horror', ' Sci-Fi']",81,7.6,73,18441,76.0
Ratchet & Clank,2016,PG,"['Animation', ' Action', ' Adventure']",94,5.5,29,11134,55.0
The Last Mimzy,2007,PG,"['Action', ' Adventure', ' Drama']",90,6.2,59,21706,62.0
Jin-Roh: The Wolf Brigade,1999,R,"['Animation', ' Action', ' Drama']",102,7.4,59,17175,74.0
The Gracefield Incident,2017,PG-13,"['Action', ' Horror', ' Mystery']",89,4.2,21,2452,42.0
World on a Wire,1973,Not Rated,"['Crime', ' Mystery', ' Sci-Fi']",212,7.7,76,6277,77.0
Petrov's Flu,2021,Unrated,"['Drama', ' Sci-Fi']",145,6.8,79,2301,68.0
The Absent Minded Professor,1961,Approved,"['Comedy', ' Family', ' Sci-Fi']",92,6.7,75,8556,67.0
Night Raiders,2021,,"['Action', ' Sci-Fi', ' Thriller']",101,5.3,63,1117,53.0
iBoy,2017,TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,5.9,50,23285,59.0
Liquid Sky,1982,R,"['Sci-Fi', ' Thriller']",112,6.0,66,6434,60.0
Futureworld,1976,PG,"['Sci-Fi', ' Thriller']",108,5.7,46,11074,57.0
Last and First Men,2020,,"['Fantasy', ' Mystery', ' Sci-Fi']",70,6.7,80,3549,67.0
Phantasm II,1988,R,"['Action', ' Fantasy', ' Horror']",97,6.4,42,15607,64.0
A Sound of Thunder,2005,PG-13,"['Action', ' Adventure', ' Horror']",110,4.2,24,19903,42.0
The Beach House,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",88,5.3,64,7275,53.0
Agent Cody Banks 2: Destination London,2004,PG,"['Action', ' Adventure', ' Comedy']",100,4.5,32,15194,45.0
Wing Commander,1999,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.3,21,16941,43.0
Hard to Be a God,2013,Not Rated,"['Drama', ' Sci-Fi']",177,6.6,90,5916,66.0
The Adventures of Pluto Nash,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",95,3.8,12,26092,38.0
Critters 2: The Main Course,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,5.5,48,15601,55.0
Occupation,2018,R,"['Action', ' Drama', ' Sci-Fi']",119,4.7,45,18342,47.0
Saturday the 14th,1981,PG,"['Comedy', ' Fantasy', ' Horror']",75,4.6,13,4491,46.0
The Bride,1985,PG-13,"['Fantasy', ' Horror', ' Romance']",118,5.4,30,3233,54.0
Bride of Re-Animator,1990,R,"['Comedy', ' Horror', ' Sci-Fi']",96,6.2,54,16325,62.0
The Notebook II,2008,PG,"['Adventure', ' Comedy', ' Family']",89,4.7,53,7580,47.0
My Science Project,1985,PG,"['Action', ' Adventure', ' Comedy']",94,5.9,38,5996,59.0
Ghost in the Shell 2: Innocence,2004,PG-13,"['Animation', ' Drama', ' Mystery']",100,7.4,66,38733,74.0
Millennium,1989,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",108,5.7,26,6500,57.0
Strawberry Mansion,2021,,"['Adventure', ' Comedy', ' Drama']",91,6.4,74,1444,64.0
Proximity,2020,Not Rated,"['Drama', ' Sci-Fi']",119,4.7,38,7918,47.0
Impostor,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",95,6.2,33,23904,62.0
Krrish,2006,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",154,6.4,68,21815,64.0
MFKZ,2017,R,"['Animation', ' Action', ' Comedy']",94,6.7,48,4627,67.0
